"playlist_genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","decade","duration_sec"
"rock",0.459,0.938,7,-1.998,1,0.0778,0.00538,0,0.107,0.513,83.962,"2010s",166.647
"rap",0.513,0.727,4,-5.496,0,0.0372,0.0529,3.67e-06,0.158,0.333,76.989,"2010s",200.987
"rap",0.388,0.596,11,-5.144,0,0.0409,0.0097,5.98e-06,0.326,0.275,164.644,"2010s",228.987
"rap",0.552,0.569,2,-5.468,1,0.0339,0.0282,1.44e-05,0.134,0.384,85.002,"2010s",189.51
"rock",0.568,0.946,6,-5.092,0,0.0512,0.00102,0.00428,0.294,0.615,109.94,"2010s",194.853
"latin",0.785,0.616,11,-6.73,0,0.176,0.0357,0,0.11,0.665,95.577,"2010s",240.907
"rap",0.598,0.895,8,-4.76,1,0.32,0.0905,0,0.132,0.775,139.829,"2010s",211.509
"latin",0.703,0.562,0,-3.583,1,0.0434,0.22,0,0.24,0.45,110.001,"2010s",200.867
"pop",0.663,0.829,11,-3.222,1,0.0458,0.477,0,0.157,0.425,115.07,"2010s",214.437
"latin",0.778,0.727,0,-4.5,1,0.0395,0.0985,0,0.152,0.699,120.016,"2010s",191.88
"latin",0.789,0.583,1,-6.049,1,0.219,0.308,4.59e-06,0.104,0.291,89.991,"2010s",243.44
"pop",0.591,0.743,0,-4.245,0,0.0456,0.0435,0.000731,0.362,0.251,160.019,"2010s",207.92
"pop",0.468,0.931,7,-3.554,0,0.19,0.195,0.00145,0.125,0.153,145.103,"2010s",231.759
"edm",0.745,0.867,11,-5.972,0,0.0548,0.0052,0.529,0.383,0.376,124.004,"2010s",180
"edm",0.657,0.946,11,-4.181,0,0.121,0.00115,0.0764,0.424,0.172,123.977,"2010s",254.516
"pop",0.671,0.752,1,-4.049,0,0.0615,0.0281,0,0.101,0.635,130.02,"2010s",210.827
"rap",0.693,0.583,10,-9.701,0,0.213,0.811,6.11e-05,0.197,0.491,129.904,"2010s",171.692
"pop",0.561,0.903,5,-4.514,1,0.0963,0.0419,2.99e-06,0.394,0.222,105.057,"2010s",178.286
"pop",0.571,0.496,11,-7.36,1,0.0694,0.356,1.21e-06,0.0924,0.238,119.779,"2010s",219.854
"latin",0.789,0.908,7,-7.213,1,0.0347,0.0354,2.41e-05,0.149,0.952,112.004,"2010s",241.355
"r&b",0.618,0.679,11,-4.68,1,0.0335,0.225,0,0.0867,0.38,112.699,"2000s",291.707
"r&b",0.574,0.453,8,-9.32,1,0.106,0.714,0.000195,0.111,0.503,84.027,"2010s",217.143
"rap",0.652,0.42,9,-11.728,0,0.034,0.0243,0.66,0.0953,0.366,93.984,"2010s",227.5
"pop",0.792,0.844,11,-4.915,1,0.212,0.202,0,0.0438,0.844,113.025,"2010s",236.317
"edm",0.621,0.974,5,-4.028,0,0.143,0.000265,0.103,0.866,0.293,130.112,"2010s",177
"edm",0.701,0.986,7,-2.695,1,0.116,0.143,9.05e-06,0.308,0.322,130.105,"2010s",186.712
"edm",0.689,0.875,11,-5.38,0,0.0645,0.176,0,0.24,0.566,125.941,"2010s",188.571
"edm",0.784,0.906,11,-3.001,0,0.197,0.0588,0,0.342,0.758,126.021,"2010s",191.905
"edm",0.637,0.935,5,-3.909,0,0.0486,0.00198,0.367,0.18,0.428,127.947,"2010s",168.75
"edm",0.635,0.597,0,-8.209,0,0.0538,0.0275,0.0268,0.097,0.889,63.972,"2010s",214
"latin",0.669,0.747,6,-7.108,1,0.0428,0.141,0,0.185,0.483,122.531,"2010s",242.44
"edm",0.751,0.739,0,-6.402,0,0.0708,0.0761,0.886,0.107,0.691,125.016,"2010s",232.271
"pop",0.721,0.691,5,-4.671,1,0.0536,0.0159,1.87e-06,0.286,0.343,118.018,"2010s",203
"edm",0.721,0.691,5,-4.671,1,0.0536,0.0159,1.87e-06,0.286,0.343,118.018,"2010s",203
"latin",0.653,0.809,0,-4.057,1,0.0474,0.194,0,0.165,0.55,92.213,"2010s",210.773
"r&b",0.654,0.798,0,-4.084,1,0.0451,0.188,0,0.15,0.574,92.207,"2010s",211.76
"r&b",0.606,0.893,2,-5.411,0,0.0705,0.46,0.000249,0.148,0.774,195.961,"2010s",194.427
"latin",0.692,0.575,7,-7.531,0,0.16,0.407,9.9e-06,0.159,0.615,136.814,"2010s",208.533
"latin",0.709,0.711,8,-3.496,1,0.0404,0.101,0.000476,0.096,0.324,105.063,"2010s",212.08
"pop",0.722,0.559,10,-5.249,0,0.0342,0.187,8.96e-06,0.125,0.255,110.065,"2010s",234.293
"latin",0.675,0.414,5,-6.508,1,0.0569,0.105,0,0.192,0.439,128.927,"2010s",213.598
"r&b",0.745,0.477,11,-7.706,0,0.088,0.202,0,0.12,0.454,136.055,"2010s",222.32
"r&b",0.826,0.649,7,-6.103,1,0.207,0.0196,0.000204,0.315,0.554,97.399,"2000s",244.827
"r&b",0.637,0.678,8,-2.21,1,0.0345,0.0543,0,0.0961,0.426,77.928,"2000s",297.36
"edm",0.575,0.827,6,-5.576,1,0.0354,0.00962,0.000682,0.104,0.286,119.969,"2010s",260.664
"edm",0.597,0.919,5,-5.298,0,0.0345,0.00244,0.114,0.33,0.236,124.017,"2010s",290.934
"edm",0.801,0.854,5,-4.377,0,0.0442,0.00364,0.00325,0.155,0.899,122.033,"2010s",257.705
"pop",0.625,0.576,8,-5.812,1,0.036,0.217,2.85e-06,0.0897,0.297,121.915,"2010s",218.306
"latin",0.704,0.799,7,-3.765,1,0.0393,0.274,0.0493,0.0765,0.399,120.002,"2010s",188.908
"rap",0.852,0.874,7,-11.208,1,0.0427,0.0168,0.45,0.133,0.666,129.029,"2000s",250.627
"rap",0.919,0.975,6,-5.636,1,0.0886,0.0898,0.00253,0.248,0.884,102.982,"1980s",189.947
"pop",0.652,0.708,4,-7.843,1,0.041,0.0187,2.14e-05,0.0783,0.605,133.034,"2010s",209.351
"pop",0.763,0.763,10,-4.176,0,0.0626,0.0298,1.9e-05,0.652,0.953,143.994,"2010s",211.547
"pop",0.678,0.662,1,-6.473,1,0.3,0.0123,0,0.133,0.498,80.318,"2010s",234.16
"pop",0.525,0.589,1,-7.125,1,0.296,0.0172,4.35e-06,0.485,0.323,104.608,"2010s",204.84
"edm",0.649,0.887,10,-2.782,1,0.0651,0.000838,0.49,0.295,0.427,128.04,"2010s",217.784
"pop",0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.713,"Pre-1980s",276.493
"rock",0.373,0.809,2,-9.189,1,0.0744,0.115,2.13e-06,0.653,0.538,145.042,"Pre-1980s",171.96
"rock",0.501,0.702,7,-8.543,1,0.0671,0.0872,0.000994,0.0671,0.58,139.096,"Pre-1980s",202.2
"rock",0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,"1980s",259.84
"rock",0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,"1980s",296.467
"rock",0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,"1980s",276.88
"edm",0.872,0.752,1,-4.214,0,0.264,0.0104,0.0993,0.685,0.208,128.063,"2010s",243.752
"r&b",0.823,0.556,5,-5.883,0,0.118,0.34,0.00121,0.084,0.879,142,"2010s",189.867
"rap",0.737,0.429,4,-10.252,0,0.0785,0.632,0,0.104,0.147,99.955,"2010s",185.4
"pop",0.63,0.459,2,-9.965,0,0.0349,0.0877,0.495,0.0985,0.0719,119.985,"2010s",192
"r&b",0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,"2010s",275.28
"latin",0.759,0.717,0,-5.014,1,0.115,0.0672,0.000455,0.131,0.195,99.946,"2010s",251.929
"latin",0.857,0.772,10,-4.736,0,0.194,0.187,0.00181,0.0851,0.589,94.028,"2010s",164.765
"edm",0.67,0.758,9,-8.048,0,0.034,0.158,0.398,0.0725,0.159,122,"2010s",205.827
"pop",0.559,0.832,2,-4.736,1,0.0328,0.000441,0,0.355,0.416,128.015,"2010s",214.496
"r&b",0.624,0.541,2,-6.897,0,0.024,0.0161,0.00126,0.604,0.223,89.988,"2010s",235.333
"r&b",0.564,0.536,5,-7.779,1,0.0337,0.241,3.94e-05,0.091,0.162,129.932,"2010s",276.923
"latin",0.774,0.582,10,-6.904,1,0.261,0.0904,0,0.107,0.421,99.973,"2010s",181.899
"edm",0.724,0.858,5,-5.644,0,0.0363,0.0221,0.00246,0.261,0.393,117.971,"2010s",180.682
"edm",0.834,0.488,3,-7.88,1,0.0446,0.753,0.124,0.0967,0.332,115.988,"2010s",259.712
"edm",0.701,0.787,1,-6.147,0,0.0457,0.0212,0.000634,0.338,0.454,104.033,"2010s",186.369
"rock",0.71,0.544,8,-8.858,1,0.0389,0.0054,0.0266,0.0965,0.316,143.987,"2010s",192.372
"edm",0.698,0.895,10,-5.062,0,0.369,0.152,0.569,0.32,0.654,180.027,"2010s",178.667
"pop",0.57,0.376,4,-9.932,1,0.0302,0.73,0,0.127,0.248,130.147,"2010s",220.629
"latin",0.655,0.8,5,-3.347,0,0.0421,0.325,1.37e-05,0.175,0.629,94.057,"2010s",197.234
"edm",0.447,0.824,9,-4.585,0,0.0565,0.00934,0,0.168,0.135,127.841,"2010s",200.625
"edm",0.63,0.906,3,-4.877,0,0.155,0.0776,2.09e-06,0.175,0.343,128.096,"2010s",204.375
"edm",0.558,0.872,7,-4.415,0,0.0463,0.00439,1.29e-05,0.073,0.105,127.934,"2010s",208.125
"edm",0.583,0.923,0,-4.361,1,0.0826,0.00252,0.347,0.404,0.38,128.013,"2010s",195.469
"pop",0.701,0.927,5,-3.21,0,0.0644,0.31,0,0.0505,0.832,119.991,"2010s",208.53
"pop",0.118,0.404,4,-16.686,0,0.0427,0.92,0.882,0.113,0.228,86.959,"2010s",221.192
"pop",0.486,0.714,7,-6.197,1,0.115,0.0622,0,0.333,0.496,127.41,"2010s",195.433
"latin",0.739,0.509,10,-8.703,0,0.289,0.832,0.944,0.11,0.956,91.003,"2010s",211.043
"rap",0.551,0.883,1,-5.919,0,0.0913,0.118,0,0.109,0.2,79.991,"2010s",241
"rap",0.277,0.84,8,-6.511,1,0.493,0.114,0,0.0839,0.193,197.24,"2010s",189.96
"rap",0.703,0.743,9,-6.469,1,0.445,0.116,0,0.103,0.83,97.939,"2010s",189.007
"rap",0.71,0.618,9,-5.227,1,0.343,0.349,1.81e-06,0.0815,0.634,91.02,"2010s",214.187
"latin",0.419,0.676,9,-9.585,1,0.0492,0.511,2.08e-05,0.457,0.365,87.032,"2010s",228.187
"r&b",0.777,0.662,7,-8.393,1,0.27,0.536,4.61e-06,0.593,0.634,111.13,"2010s",201.733
"edm",0.649,0.979,8,-2.023,0,0.0819,0.00162,0.000537,0.364,0.184,131.954,"2010s",169.096
"edm",0.624,0.912,4,-5.221,0,0.039,0.00264,0.0179,0.524,0.0934,130.052,"2010s",186.923
"edm",0.604,0.889,8,-4.194,0,0.0785,0.00304,0.0333,0.0952,0.406,130.02,"2010s",172.62
"edm",0.511,0.854,4,-4.104,0,0.0517,0.00151,0.0141,0.195,0.0838,129.932,"2010s",173.077
"edm",0.63,0.568,0,-5.418,1,0.0478,0.589,0,0.116,0.0775,139.9,"2010s",185.143
"rap",0.739,0.799,6,-7.09,0,0.228,0.288,5.13e-06,0.152,0.505,91.986,"2010s",168.933
"rap",0.622,0.771,0,-6.973,1,0.351,0.368,2.42e-05,0.236,0.788,90.214,"2010s",197.251
"latin",0.804,0.818,11,-5.787,1,0.302,0.164,6.42e-05,0.272,0.964,169.945,"2010s",221.647
"pop",0.584,0.641,1,-6.637,1,0.0284,0.00435,1.22e-06,0.113,0.353,88.033,"2010s",192.72
"pop",0.414,0.806,7,-2.892,1,0.0665,0.00792,9.33e-05,0.0488,0.77,96.044,"2010s",208.827
"pop",0.46,0.809,6,-5.415,1,0.326,0.0422,5.04e-05,0.138,0.609,157.184,"2010s",179.227
"pop",0.766,0.576,6,-5.614,1,0.0426,0.00404,0.000138,0.0794,0.744,122.975,"2010s",187.96
"r&b",0.666,0.39,5,-8.575,1,0.0838,0.272,9.39e-06,0.111,0.325,113.866,"2010s",209.885
"pop",0.58,0.636,1,-7.661,1,0.11,0.5,0.00449,0.279,0.253,104.853,"2010s",176.688
"r&b",0.377,0.426,0,-6.64,1,0.0451,0.801,0.0592,0.112,0.103,125.826,"2010s",290.186
"rap",0.455,0.897,2,-3.068,1,0.0883,0.0245,0.649,0.222,0.25,150.004,"2010s",238.681
"latin",0.798,0.905,5,-3.731,0,0.0581,0.0979,4.22e-06,0.307,0.905,105.005,"2010s",164.16
"latin",0.719,0.653,8,-6.493,1,0.0254,0.291,0.00018,0.121,0.438,116.93,"2010s",194.359
"latin",0.892,0.687,0,-6.345,1,0.0432,0.227,0,0.339,0.415,119.987,"2010s",166.75
"pop",0.612,0.824,6,-7.498,0,0.0297,0.00118,0.0438,0.0703,0.543,92.513,"2010s",199.621
"r&b",0.661,0.411,7,-11.131,1,0.089,0.0369,0.514,0.104,0.551,83.816,"2010s",273.493
"r&b",0.566,0.335,4,-12.417,0,0.0293,0.766,0.000366,0.0824,0.317,87.617,"1980s",258.027
"rock",0.687,0.684,9,-5.181,0,0.032,0.0758,0.000808,0.0441,0.96,119.193,"2010s",256.147
"r&b",0.734,0.581,9,-6.619,0,0.032,0.24,0.000585,0.0298,0.962,119.337,"1990s",258.693
"rock",0.718,0.913,10,-6.777,0,0.0466,0.191,0.0482,0.347,0.96,91.648,"2010s",265.187
"r&b",0.742,0.422,9,-6.797,1,0.0309,0.559,4.14e-05,0.0402,0.592,134.624,"1980s",219.427
"pop",0.61,0.822,0,-4.424,1,0.0336,0.00272,0.000323,0.169,0.455,92.046,"2010s",194.025
"edm",0.527,0.883,4,-2.915,1,0.0732,0.0626,0,0.0434,0.745,163.007,"2010s",204.847
"edm",0.664,0.475,1,-9.539,0,0.033,0.16,0.00619,0.0871,0.322,123.011,"2010s",206.169
"latin",0.781,0.57,11,-5.874,0,0.188,0.273,0,0.196,0.858,107.059,"2010s",193.181
"latin",0.842,0.608,0,-8.07,1,0.0838,0.187,0.00131,0.066,0.807,95.487,"2010s",176.688
"rap",0.693,0.918,7,-8.307,1,0.088,0.323,0.558,0.392,0.757,176.15,"2010s",207.401
"edm",0.656,0.624,0,-6.726,1,0.0288,0.162,0,0.101,0.286,100.035,"2010s",173.7
"edm",0.64,0.894,11,-5.117,1,0.0982,0.206,4.21e-05,0.141,0.363,123.018,"2010s",224.878
"edm",0.617,0.721,5,-5.568,1,0.0375,0.0712,6.61e-05,0.0867,0.422,134.974,"2010s",206.222
"rock",0.572,0.718,0,-9.834,1,0.0315,0.026,0.0425,0.0901,0.659,93.971,"2010s",191.933
"latin",0.799,0.746,6,-5.626,1,0.0523,0.00705,0.000113,0.604,0.438,113.989,"2010s",230.526
"rock",0.322,0.95,2,-4.553,0,0.182,1.52e-05,9.61e-06,0.158,0.263,199.958,"2010s",223.357
"rap",0.854,0.805,1,-5.796,1,0.24,0.0921,5.18e-05,0.114,0.814,156.011,"2010s",172.706
"pop",0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0105,0.353,0.898,121.974,"2010s",176.84
"rap",0.781,0.66,1,-7.092,1,0.0352,0.0342,0.103,0.102,0.45,136.053,"2010s",240.761
"pop",0.478,0.672,4,-5.802,0,0.0589,0.000399,0,0.0921,0.72,112.988,"2010s",185.792
"rock",0.46,0.793,0,-6.665,1,0.0434,0.584,0.093,0.151,0.521,87.008,"2010s",226.173
"pop",0.613,0.661,9,-4.984,1,0.0263,0.00652,0,0.0976,0.509,110.978,"2010s",230.773
"rock",0.492,0.504,10,-6.322,1,0.0473,0.238,0,0.153,0.262,152.855,"2010s",203.333
"pop",0.596,0.897,10,-2.94,1,0.0462,0.0641,5.24e-05,0.0628,0.578,118,"2010s",206.394
"pop",0.67,0.843,1,-4.311,1,0.0454,0.0392,0,0.225,0.713,117.01,"2010s",192.04
"edm",0.746,0.974,8,-2.416,0,0.149,0.00534,0.00592,0.309,0.402,125.032,"2010s",201.577
"latin",0.737,0.932,4,-4.206,0,0.0633,0.0101,0.000124,0.326,0.867,106.059,"2010s",186.067
"pop",0.555,0.746,9,-4.473,1,0.298,0.00279,0.000109,0.0418,0.368,199.767,"2010s",206.4
"pop",0.649,0.856,8,-2.745,1,0.181,0.127,0,0.0702,0.892,171.884,"2010s",199.44
"edm",0.773,0.596,1,-7.869,1,0.0309,0.0157,4e-05,0.0659,0.262,124.983,"2010s",166.09
"latin",0.75,0.822,1,-3.75,0,0.0394,0.0883,0.00558,0.118,0.693,89.997,"2010s",258.717
"pop",0.924,0.386,9,-8.183,1,0.0548,0.755,0.00253,0.118,0.424,108.957,"2010s",179.125
"rap",0.532,0.484,9,-6.933,0,0.136,0.627,0,0.0863,0.634,99.176,"2010s",220.928
"rock",0.609,0.937,6,-2.912,1,0.0495,0.00324,0.000294,0.129,0.493,95.961,"2010s",252.933
"rap",0.812,0.813,10,-5.583,0,0.0984,0.0987,0.00015,0.0758,0.348,128.066,"2010s",180.88
"latin",0.438,0.512,2,-8.543,1,0.0327,0.0861,0,0.389,0.474,97.418,"2010s",220.9
"latin",0.714,0.631,11,-8.111,1,0.0867,0.509,2.97e-06,0.381,0.5,94.994,"2010s",188.355
"latin",0.844,0.398,9,-10.146,1,0.0553,0.19,0.000268,0.107,0.809,116.058,"2010s",214
"pop",0.871,0.709,6,-7.213,1,0.109,0.037,0,0.236,0.724,106.912,"2010s",212.747
"pop",0.638,0.947,0,-2.074,1,0.0333,0.0859,0,0.0883,0.658,96.045,"2010s",222.213
"pop",0.63,0.948,2,-3.137,1,0.129,0.00585,1.16e-06,0.163,0.111,104.009,"2000s",224.653
"rock",0.584,0.916,4,-5.903,0,0.0339,0.00252,0.168,0.276,0.717,125.814,"2010s",289.387
"edm",0.615,0.946,2,-2.454,1,0.0413,0.0287,0.00137,0.108,0.0722,130.028,"2010s",288.657
"r&b",0.444,0.295,1,-9.098,1,0.0296,0.474,0.000715,0.0929,0.245,137.529,"1990s",195.867
"r&b",0.598,0.39,10,-11.798,1,0.028,0.952,0.0513,0.112,0.765,107.018,"2010s",187.724
"latin",0.758,0.595,2,-12.373,1,0.422,0.0794,0.00815,0.0873,0.239,127.687,"2010s",244
"latin",0.949,0.408,11,-13.201,1,0.171,0.00912,0.401,0.0888,0.281,125.007,"2010s",206
"latin",0.747,0.841,8,-8.75,0,0.0434,0.579,0.122,0.116,0.319,124.991,"2010s",180.48
"edm",0.775,0.608,6,-8.763,1,0.0619,0.0066,0.491,0.14,0.695,120.033,"2010s",184
"pop",0.503,0.754,7,-3.634,1,0.0424,0.264,5.85e-05,0.297,0.597,116.524,"2010s",186.75
"latin",0.748,0.742,5,-5.581,0,0.0284,0.0273,1.22e-06,0.206,0.754,119.966,"2010s",180.251
"latin",0.779,0.695,1,-6.064,0,0.031,0.425,0.000769,0.107,0.392,120.004,"2010s",163.527
"latin",0.696,0.739,5,-6.616,1,0.0352,0.201,0.000726,0.113,0.169,117.973,"2010s",179.853
"latin",0.613,0.914,3,-5.511,1,0.0426,0.0055,0.000905,0.0869,0.36,124.974,"2010s",164.885
"latin",0.748,0.475,0,-11.256,1,0.0279,0.13,6.09e-05,0.0755,0.408,119.994,"2010s",176.91
"latin",0.774,0.679,0,-5.843,1,0.0649,0.3,0,0.0444,0.641,100.005,"2010s",168.157
"latin",0.632,0.507,1,-10.148,1,0.032,0.684,0,0.0842,0.315,95.044,"2010s",180.332
"latin",0.69,0.713,4,-3.246,0,0.0329,0.0314,0,0.337,0.388,105.06,"2010s",170.857
"pop",0.69,0.713,4,-3.246,0,0.0329,0.0314,0,0.337,0.388,105.06,"2010s",170.857
"latin",0.696,0.851,7,-4.396,1,0.0333,0.131,7.78e-05,0.155,0.455,118.007,"2010s",190.38
"latin",0.721,0.703,6,-6.093,0,0.0392,0.539,0.00016,0.142,0.539,114.019,"2010s",181.899
"edm",0.384,0.871,10,-3.926,0,0.0949,0.194,0,0.114,0.359,144.169,"2010s",176.576
"pop",0.731,0.802,5,-4.763,1,0.0623,0.022,0,0.059,0.434,121.991,"2010s",179.016
"pop",0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,"2010s",174.444
"pop",0.542,0.903,4,-2.419,0,0.0434,0.0335,4.83e-06,0.111,0.367,127.936,"2010s",207.619
"pop",0.757,0.565,11,-5.895,1,0.0324,0.174,0,0.105,0.682,119.959,"2010s",180.402
"latin",0.632,0.776,1,-7.4,1,0.0288,0.101,2.71e-06,0.283,0.236,114.996,"2010s",165.645
"latin",0.589,0.613,0,-5.034,1,0.0327,0.568,0,0.0675,0.19,114.853,"2010s",181.867
"pop",0.832,0.659,0,-5.831,1,0.0677,0.297,0.000811,0.0704,0.712,121.022,"2010s",180.336
"latin",0.712,0.634,9,-5.158,1,0.035,0.0262,9.1e-06,0.0918,0.277,125.988,"2010s",191.266
"latin",0.698,0.653,9,-6.365,1,0.0521,0.424,0,0.321,0.381,100.976,"2010s",186.61
"latin",0.734,0.584,1,-7.539,0,0.106,0.155,1.29e-05,0.121,0.258,104.979,"2010s",175.621
"latin",0.602,0.377,11,-6.213,1,0.0446,0.731,0,0.0808,0.518,73.877,"2010s",194.853
"latin",0.747,0.861,8,-5.251,1,0.0514,0.113,0,0.026,0.859,103.966,"2010s",190.24
"pop",0.695,0.809,1,-5.141,1,0.0413,0.0645,0,0.0531,0.434,119.971,"2010s",243.841
"pop",0.684,0.868,9,-3.346,0,0.0315,0.173,0.000539,0.0695,0.745,119.986,"2010s",261.939
"r&b",0.382,0.646,11,-6.312,0,0.0684,0.0404,0,0.0517,0.333,77.123,"2010s",195.352
"pop",0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.347,102.998,"2010s",171.03
"r&b",0.584,0.407,1,-7.356,0,0.046,0.476,0,0.18,0.341,115.124,"2010s",246.735
"pop",0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,"2010s",202.205
"r&b",0.678,0.491,5,-5.815,1,0.0358,0.565,2.78e-05,0.0772,0.519,81.997,"2010s",239.317
"pop",0.719,0.708,0,-7.418,1,0.0417,0.00645,0.201,0.064,0.256,126.015,"2010s",254.453
"r&b",0.468,0.19,4,-11.138,1,0.0373,0.919,0,0.107,0.326,125.319,"2010s",219.536
"rap",0.637,0.448,4,-7.968,0,0.0617,0.224,0,0.0887,0.224,87.919,"2010s",221.76
"r&b",0.472,0.181,10,-11.417,1,0.0406,0.896,1.02e-06,0.11,0.198,116.155,"2010s",208.573
"r&b",0.56,0.429,0,-6.267,1,0.0377,0.52,7.06e-05,0.105,0.161,85.036,"2010s",172.724
"r&b",0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,"2010s",201
"edm",0.625,0.731,5,-4.558,1,0.0543,0.269,3.14e-06,0.203,0.631,95.882,"2010s",192.551
"rap",0.445,0.67,11,-4.973,1,0.0328,0.117,0,0.0595,0.378,74.049,"2010s",216.143
"pop",0.652,0.544,0,-9.811,1,0.0558,0.0633,0.409,0.223,0.252,129.932,"2010s",266.4
"r&b",0.598,0.407,3,-13.918,0,0.0695,0.523,0,0.121,0.673,60.01,"2010s",194.5
"rap",0.624,0.77,7,-4.416,0,0.36,0.21,0,0.0784,0.885,127.213,"2010s",170.613
"r&b",0.565,0.905,6,-4.396,1,0.149,0.108,0,0.377,0.789,98.038,"2010s",175.627
"latin",0.627,0.798,8,-4.746,0,0.112,0.297,0,0.133,0.896,180.051,"2010s",208.118
"pop",0.73,0.637,1,-6.417,1,0.0837,0.00362,0,0.0642,0.56,127.026,"2010s",237.827
"pop",0.593,0.872,1,-4.525,0,0.0959,0.0784,0,0.286,0.523,91.964,"2010s",208
"edm",0.496,0.801,11,-7.092,0,0.156,0.0129,0,0.1,0.365,128.001,"2010s",163.259
"latin",0.711,0.895,10,-10.076,0,0.0856,0.000913,0.000177,0.0676,0.695,127.256,"2000s",266.867
"rock",0.647,0.872,9,-2.847,1,0.0273,0.000948,0.44,0.597,0.853,131.02,"2010s",199.973
"rock",0.276,0.639,2,-11.674,1,0.0471,0.0178,0,0.292,0.643,186.502,"1980s",230.507
"rock",0.449,0.547,9,-12.259,1,0.0351,0.457,0,0.0737,0.74,152.211,"Pre-1980s",179
"edm",0.63,0.612,0,-6.451,1,0.0311,0.318,0.000247,0.321,0.388,89.01,"2010s",276.089
"r&b",0.688,0.971,6,-7.395,1,0.127,0.114,3.2e-05,0.279,0.734,90.994,"2010s",267.577
"pop",0.621,0.199,10,-13.788,1,0.0344,0.976,0.00186,0.107,0.178,128.905,"2010s",218.16
"r&b",0.773,0.518,11,-8.188,1,0.145,0.117,0.0136,0.611,0.642,104.024,"2010s",246.952
"r&b",0.65,0.418,6,-12.363,1,0.0451,0.467,0.000108,0.101,0.265,127.206,"2010s",233.857
"r&b",0.452,0.558,1,-9.649,1,0.205,0.445,0.00132,0.104,0.221,139.428,"2010s",263.923
"r&b",0.752,0.533,11,-8.986,0,0.0348,0.151,5.05e-05,0.114,0.461,114.984,"2010s",281.946
"rap",0.544,0.53,9,-6.168,0,0.428,0.345,0,0.0981,0.184,90.093,"2010s",179.813
"r&b",0.679,0.859,0,-7.88,1,0.0686,0.387,0,0.097,0.893,99.845,"1990s",281.32
"pop",0.498,0.798,3,-4.637,1,0.0902,0.0992,3.47e-06,0.119,0.369,138.058,"2010s",284.493
"pop",0.571,0.688,11,-4.943,0,0.0401,0.523,5.48e-05,0.148,0.346,155.157,"2010s",260.903
"rap",0.541,0.51,11,-4.282,0,0.0644,0.0142,5.73e-05,0.0967,0.226,147.143,"2010s",250.612
"pop",0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49e-06,0.0932,0.43,150.088,"2010s",239.853
"edm",0.336,0.746,1,-4.315,0,0.0685,0.136,0,0.737,0.21,151.756,"2010s",233.684
"pop",0.747,0.491,6,-6.043,1,0.0639,0.197,1.77e-05,0.0837,0.827,145.034,"2010s",266.483
"r&b",0.776,0.696,9,-8.294,1,0.0814,0.273,0,0.0564,0.927,109.958,"2010s",175.786
"pop",0.708,0.667,2,-7.328,1,0.0587,0.512,0,0.137,0.525,160.004,"2010s",225
"edm",0.581,0.944,2,-1.859,1,0.158,0.0286,0.00389,0.409,0.536,127.955,"2010s",172.5
"edm",0.353,0.897,0,-4.847,0,0.0682,0.0106,0.0243,0.261,0.126,103.443,"2010s",222.609
"latin",0.68,0.825,3,-5.578,1,0.03,0.0141,0.328,0.11,0.0863,110.019,"2010s",261.818
"latin",0.818,0.734,2,-7.882,1,0.0613,0.0014,0.00177,0.0754,0.348,119.999,"2010s",190.133
"latin",0.661,0.566,5,-9.032,1,0.0363,0.00696,2.82e-05,0.285,0.341,123.974,"2010s",170.323
"edm",0.504,0.74,10,-6.13,1,0.0806,0.0726,0,0.137,0.186,123.753,"2010s",180
"latin",0.333,0.456,10,-8.96,1,0.0293,0.725,0,0.0921,0.331,169.954,"2010s",209.529
"r&b",0.505,0.598,6,-6.654,1,0.0302,0.297,1.66e-05,0.082,0.226,76.001,"2010s",188.587
"r&b",0.645,0.482,0,-8.412,1,0.0778,0.415,0,0.107,0.307,139.991,"2000s",250.827
"edm",0.641,0.874,1,-4.991,1,0.0746,0.136,2.44e-06,0.199,0.14,127.922,"2010s",177.187
"edm",0.536,0.771,4,-2.028,0,0.309,0.322,0.901,0.0653,0.133,128.087,"2010s",172.266
"edm",0.567,0.941,6,-2.224,0,0.105,0.00794,2.54e-05,0.219,0.376,127.977,"2010s",212.012
"edm",0.264,0.981,6,-2.909,0,0.0526,0.000873,0.384,0.112,0.23,127.87,"2010s",277.509
